name,rate,review_cnt,city,state,business_id,latitude,longitude,categories
Me-n-Ed's Pizzeria,2.0,63,Fresno,CA,VLYVXrD2S1NMIkZQUab4OA,36.82227,-119.77182, Pizza
Costco Food Court,4.5,3,Clovis,CA,Wmh0Soocmf89UG3KqbstfA,36.80600161683732,-119.70065241382122, Food Court
Donut Downtown,4.0,2,Fresno,CA,WcytieJXcI3l8Q_jC0L2uQ,36.743457,-119.8004761," Donuts, Chinese"
Fig Garden Village Shopping Center,4.0,1,Fresno,CA,ZfHPU3Ale926gmu4FJKPZQ,36.8094899,-119.80775," Department Stores, Pizza"
Triangle Drive In,3.5,137,Fresno,CA,PQZ-rdVNnmKBnCw95P97nw,36.75048828125,-119.826904296875," Burgers, Fast Food"
Subway,1.0,1,Fresno,CA,jb-oWgCTdl-TwxkAzPXDeg,36.8053620571143,-119.789749464725, Sandwiches
Taco Grande,3.5,72,Fresno,CA,Dmi4YkfRDVtlILjZ8w4Rjg,36.84373,-119.79076," Mexican, Breakfast & Brunch, Beer Bar"
Choice Food Market,4.5,19,Fresno,CA,3EospD6Zq-pzJtMaj9rQNA,36.75772,-119.83596," Grocery, Meat Shops, Delis"
BC's Pizza & Beer,4.0,433,Clovis,CA,itrtxjqU1I7vkiU4oxRVpQ,36.809014,-119.692529," Pizza, Beer Bar"
Chicago's Pizza With A Twist - North Clovis,4.0,99,Clovis,CA,b1nfLBVUXYQrIE7uY8rpXg,36.8391,-119.69951, Pizza
Los Rancheros Mexican Restaurant,4.0,129,Clovis,CA,TfCW0DjrjtmXskQB2K7ixg,36.809959,-119.675353," Mexican, Beer, Wine & Spirits, Sports Bars"
Toledo's Mexican Restaurant,3.0,181,Fresno,CA,slLg_yc2L54Wli-TbbPUqw,36.8352601,-119.8792025, Mexican
Urban Fresh Kabob,4.0,15,Fresno,CA,I1c3wguEFcBlbrDr6SHN3g,36.8659477737025,-119.729214188525," Food Trucks, Mediterranean"
Subway,3.5,8,Fresno,CA,nK32fRvJNH2P4sN9CcyHcw,36.808989,-119.808956," Sandwiches, Fast Food"
Marian's Mexican Restaurant,4.0,69,Fresno,CA,Ie93jUpIhJLo_5JAhSYu5Q,36.8070215272329,-119.84418950890388, Mexican
Marco's Pizza,4.0,119,Clovis,CA,a_YuysUz0r4Qo-twPwRHAQ,36.83657,-119.67464," Chicken Wings, Pizza, Salad"
Di Cicco's Italian Restaurants & Pizzerias,3.0,12,Fresno,CA,H0H_N38ewRgMmAnw-OuJQw,36.74429,-119.79042," Italian, Pizza"
Straw Hat Pizza,3.5,94,Clovis,CA,H75C1FSp7IkHi45zK51oEQ,36.808017,-119.710864," Pizza, Burgers, Chicken Wings"
La Jacka Mobile,4.0,70,Fresno,CA,lTAPdPdo16hCp5bWZTIB7A,36.729271,-119.7990783," Mexican, Vegan, Food Trucks"
Carl's Jr,2.0,24,Fresno,CA,-S17DCtt06LXqEV5hjKh-g,36.7871574070272,-119.753919680439," Fast Food, Burgers"
Panda Express,3.0,9,Fresno,CA,wmHKo_RXGaWL5_A0lFK0mA,36.8084350973368,-119.778693839908," Chinese, Fast Food"
El Pollo Loco,3.0,61,Fresno,CA,CbZpat2OzZCLEWnh8DwSqA,36.83228752598671,-119.79066815592631," Fast Food, Mexican"
Grobak Sushi,4.5,10,Fresno,CA,akIWwhnYlQz4QQ0eSlzYKQ,36.72836,-119.763," Japanese, Food Trucks, Sushi Bars"
Sheyla's Taqueria,4.5,14,Fresno,CA,GBXIU9tItr9CsH2_GtNhVQ,36.756985,-119.852844, Mexican
Sakanaya Japanese Restaurant,3.5,307,Fresno,CA,gJPfta96eBrsmkiAZohQDQ,36.874873201149526,-119.77801662861762," Sushi Bars, Teppanyaki"
Little Caesars,2.0,31,Fresno,CA,MRRR7KG7qR109I1AT0Nzfg,36.7921806009265,-119.826381494662, Pizza
Mad Duck Haus,3.5,7,Clovis,CA,tbY7nqnMicMKIOs4AAmQLw,36.8116547,-119.7346472," Food Trucks, Salad, Sandwiches"
Sunnyside Pizza,4.5,118,Clovis,CA,57hBV0nHyu_UQIACIeP6ng,36.85135,-119.68327," Pizza, Bars, Chicken Wings"
Yosemite Concessions,5.0,4,Clovis,CA,7uZOVsMguY-QRT7QVGcNMg,36.86147,-119.70921," Popcorn Shops, Food Trucks, American (Traditional)"
Teppanyaki On Wheels,3.5,3,Fresno,CA,kd96IgoUiIheAozIgtE3ZA,36.74967585058308,-119.78766364546685, Food Stands
Taqueria Las Torres,5.0,2,Fresno,CA,rq50Kxdci2T0aePfbilGMw,36.8352699,-119.7539749, Restaurants
McDonald's,1.5,33,Fresno,CA,t6lSYfKQ46FMymbKhZg6tg,36.808075,-119.756775," Fast Food, Burgers, Coffee & Tea"
Arsenio's,2.0,48,Fresno,CA,wlD07mTu0L0nED_v0IYQCg,36.7361628,-119.7451087," Mexican, Latin American"
China Restaurant,3.5,151,Fresno,CA,UwbLvg4JoURebqnCTCNSMA,36.85212,-119.79233, Chinese
HabibTea,2.5,4,Fresno,CA,IO97AQMw6zUdW31jO4pnpw,36.85167054887014,-119.7577576677145," Hookah Bars, Bubble Tea, Creperies"
Full O Bull Sandwich Shop,4.5,188,Clovis,CA,uF65Qsj3eYCh7uYJKMMgPw,36.82377,-119.70124, Sandwiches
Rubio's Coastal Grill,3.0,128,Clovis,CA,0RzW2qGCDf17_zM6gLx8jQ,36.83651,-119.69634," Salad, Mexican, Seafood"
Ricos Tacos,4.0,1,Fresno,CA,pi8aB8uea3IoujHzEW_N4g,36.75770911661657,-119.84496390905144, Tacos
EMW China Bistro Express,4.0,169,Fresno,CA,XrpNLBVIijpLKCJddsJUQQ,36.8708840435644,-119.765712397132," Chinese, Bubble Tea, Gluten-Free"
Weekend Dreams Pizza & Wings,4.0,39,Fresno,CA,uA2ag4p9A9yWdQS91WpBGw,36.79427,-119.8721," Pizza, Chicken Wings"
El Taco Charro,5.0,6,Fresno,CA,AIX0GtGIUqNGb3ngAD8xAQ,36.7545373,-119.7867735, Mexican
Domino's Pizza,3.0,52,Fresno,CA,bXcPLrdsaTCILthKNJt4eg,36.8088399,-119.83307," Pizza, Chicken Wings, Sandwiches"
Ring Your Bell Teppanyaki,4.0,4,Clovis,CA,MBdYeo_rZrhK0LSm-4Iemw,36.81483007946243,-119.71058366621142," Food Trucks, Teppanyaki"
MK's International Kitchen,5.0,1,Fresno,CA,ZCaeygbiXkdmDpAHK7af9Q,36.71376,-119.7449," Mexican, American (Traditional), Peruvian"
Greyhound Food Service,4.0,1,Fresno,CA,5JkVeKbh0FZ_H6kEEIq9_A,36.7328940331936,-119.792703688145, Restaurants
Chick-fil-A,3.5,368,Fresno,CA,f9hY59ONgOe3Ko6bjcIUBA,36.852818,-119.79048," Fast Food, Chicken Shop, Salad"
Burger King,1.0,36,Fresno,CA,qRznodQKiYAW-5inuo7ovw,36.775747,-119.790858," Fast Food, Burgers"
Country Waffles,3.5,73,Fresno,CA,2bTWTrdCy5wQUbiIfjz_mQ,36.809101,-119.8450863," Breakfast & Brunch, Waffles"
Jack in the Box,2.0,39,Fresno,CA,XizG_Pbur9EBtzAKg-VmlA,36.8078304,-119.8305349," Burgers, Fast Food, Tacos"
IHOP,2.5,69,Fresno,CA,vHlpI82bETYN1xmkkQbMsw,36.74125,-119.77947," Breakfast & Brunch, American (Traditional), Burgers"
Lilys Cafe,4.0,59,Fresno,CA,cALMLS6u-gdXR2p4T68r8w,36.73632,-119.78628, Mexican
Panera Bread,2.5,236,Fresno,CA,pJvjcAV_5NQ_kb7lR2rFnA,36.8487403,-119.7898161," Sandwiches, Salad, Soup"
Kowloon Kitchen,3.5,182,Clovis,CA,pOHcaszIzM8ExhkzBLF4XA,36.8087311,-119.7014084, Chinese
Adrian's,4.0,102,Fresno,CA,JnMSIudJEXWOBzVZBPUCWg,36.7501602172852,-119.772933959961, Mexican
Figaro's Mexican Grill,3.5,116,Clovis,CA,taY62IAnlzJwYCWFfW071Q,36.7948608398438,-119.682624816895, Mexican
Deli Delicious,3.0,62,Fresno,CA,GUgjhgtZdkFP-uUQ4fVtzA,36.83635667681549,-119.77348857055428," Delis, Sandwiches"
Good Fellas Pizza,2.5,2,Fresno,CA,Mnj1ab4_td6gZiEXvl2mLA,36.7811000347137,-119.790423810482, Pizza
Kau Kau,4.5,170,Sacramento,CA,CqCmoSGg_vkVL6p_ha442w,38.56613503665389,-121.43299487696257," American (New), Hawaiian"
The Jazzy Bird,5.0,56,Sacramento,CA,vnBUQeiD4ugzyF21GvGpLg,38.560228623786166,-121.44397176272177," Peruvian, Chicken Shop"
Poppy by Mama Kim,4.5,54,Sacramento,CA,BMZOIKIgWLAV4BH0joMzdQ,38.5701333,-121.4371756," American (New), Pop-Up Restaurants"
Casa East Sac,4.5,10,Sacramento,CA,dwSV726LpsIEoWAV1snt9A,38.568051289577056,-121.4356409, Pizza
Bacon & Butter,4.5,3653,Sacramento,CA,VURVld6HndBhhbYbFm5noQ,38.5469249,-121.4355849," Breakfast & Brunch, American (New)"
The Green Room,4.5,39,Sacramento,CA,CkeFvRxL7_xnVmBKY2p7mQ,38.57046,-121.45542," Gastropubs, Lounges"
Oyster Bar Sacramento,4.0,56,Sacramento,CA,e5GjS0lUw1OMzfIg9uieQw,38.6488443,-121.5106343," Cajun/Creole, Seafood"
Hawks Public House,4.0,476,Sacramento,CA,QojIuqVY0_HsC6rzfCKJeA,38.5663818,-121.4677885," American (New), Bars, Venues & Event Spaces"
The Butterscotch Den,4.5,41,Sacramento,CA,pyvjlKtcJ2I10GUL_ZmTdA,38.55214,-121.46937, Steakhouses
Dat Ky - Hu Tieu Nam Vang,3.5,36,Sacramento,CA,NwjMudaB_zcqJRYiQjfVLQ,38.5023195930214,-121.43081098445705, Vietnamese
Seoul St Midtown,4.5,49,Sacramento,CA,ggIzrvCArIHWIBIGJlzUPQ,38.57640638207569,-121.4864538315563," Korean, Cocktail Bars"
Fixins Soul Kitchen,4.5,1967,Sacramento,CA,myoaFyZ9RIG_p2rkOQiWlA,38.5517605,-121.46904883," Soul Food, Breakfast & Brunch, Bars"
Frog & Slim,4.5,212,Sacramento,CA,w2cSdewgPaZ3QfTwRPz6RA,38.572772449038304,-121.48779236147054," American (New), Seafood, Steakhouses"
Brickland Bistro,3.5,31,Sacramento,CA,OkSCildACMeXGXSrotRkag,38.567475712935995,-121.4639449, American (New)
OBO' Italian Table & Bar,4.0,781,Sacramento,CA,MnK_pdt4JdF9d3HTLzmqqw,38.5690654932177,-121.465808722677," Italian, Bars, Pizza"
Jayna Gyro - Sacramento,4.5,119,Sacramento,CA,8mimIVu7At1qBCGytSqDWg,38.56949,-121.46622," Mediterranean, Greek"
Prelude Kitchen & Bar,4.0,143,Sacramento,CA,n_1cjf_kOviejHIl6d1ESg,38.57829,-121.49251," American (New), Bars"
Origami Asian Grill,4.5,445,Sacramento,CA,D8SfFlY3XU05fc5JJ2T8Vg,38.561676,-121.445902," Asian Fusion, American (New), Japanese"
The Rind,4.5,1090,Sacramento,CA,WRdqUCXBwh4dbsBBsVQV3g,38.5752587,-121.4827261," American (New), Beer Bar, Wine Bars"
Allora,4.5,526,Sacramento,CA,j-SoVI9dEaWN_XDp4tNv8Q,38.5604,-121.44233," Wine Bars, Italian, Seafood"
Localis,4.5,605,Sacramento,CA,BfMBB8D9-82YXQo6HDsoDQ,38.566722,-121.483012, American (New)
Juju Kitchen & Cocktails,4.5,44,Sacramento,CA,zdAV8CAMAmos_0enVUkjVg,38.576379488299466,-121.4870067," Tapas/Small Plates, Cocktail Bars"
The Morning Fork,4.5,831,Sacramento,CA,FunQltgRqLXy7eFqCjCECQ,38.57478,-121.47896," Breakfast & Brunch, American (New), Diners"
Purple Pig Eats Oak Park,4.5,59,Sacramento,CA,RHpgxoQePqGfNbHJw4VTCQ,38.54938188025582,-121.45504802295," Ice Cream & Frozen Yogurt, Breakfast & Brunch, Sandwiches"
Ramen House Ryujin,4.5,3311,Sacramento,CA,eFhpQCpS_iCdZ749f31-zA,38.5674,-121.4857," Ramen, Noodles"
The Firehouse Restaurant,4.0,1668,Sacramento,CA,n7I3JCkRcJr5n31-J_JtNQ,38.581539,-121.504931," American (New), Venues & Event Spaces, Steakhouses"
Mattone Ristorante,4.0,113,Sacramento,CA,3RNqjdI0afQhF3KclfPgBA,38.55807,-121.43632," Italian, Wine Bars, Cocktail Bars"
Beast and Bounty,3.5,900,Sacramento,CA,Gq-zuD9u8NLb5ig6qKwVFg,38.5690098,-121.4869249, American (New)
La Trattoria Bohemia,4.5,626,Sacramento,CA,8KnmApxWnX9s3qlrscSMjg,38.570968,-121.457487," Italian, Czech, Pizza"
The Red Rabbit Kitchen And Bar,4.0,1143,Sacramento,CA,KKAOd5zHo5lTMuQWJzR5qw,38.573871424196994,-121.46989684473047," American (New), Cocktail Bars"
Canon,4.0,490,Sacramento,CA,bUAVd0VFhMSi-vjCP-fkuQ,38.5644547,-121.4647032," Cocktail Bars, American (New), Gluten-Free"
Cafeteria 15L,4.0,3234,Sacramento,CA,mEJuCb0AAeukbrTeth0tRg,38.5767253374007,-121.487535322754," Breakfast & Brunch, American (New), Comfort Food"
Tower Cafe,4.0,4505,Sacramento,CA,FKzQgkugJXdpyFnAEE-zZw,38.5616759678951,-121.493236938766," Breakfast & Brunch, American (New), Salad"
Town & Country Grill & Banquet,5.0,6,Sacramento,CA,LfbgbABqtFLj466zzb-v5A,38.59084,-121.41586," Mexican, Caterers, Halal"
New Kathmandu Kitchen,4.5,37,Sacramento,CA,HB6u-d2yC6HXzuIuGLQ_Rw,38.5704,-121.45722," Himalayan/Nepalese, Indian"
Delilah’s Hawaiian Poke Market,4.5,21,Sacramento,CA,o7WrZvTCn7eT3K3TTQ6jfA,38.5752780761667,-121.4827261," Poke, Hawaiian, Burgers"
Angry Chickz,4.0,262,Sacramento,CA,eJu16TTRMzAq7F9THmkyLg,38.557842,-121.435752," Chicken Shop, Halal"
Bullta Korean BBQ & Club,4.0,175,Sacramento,CA,xSmnjVd-Y_dkCj7Jwu6i2A,38.54749,-121.39607," Barbeque, Korean"
Two Hands Seoul Fresh Corndogs,4.0,144,Sacramento,CA,UeyQbjF-a5atT-QU3321rw,38.6135701,-121.3820805, Hot Dogs
Hiso,4.5,184,Sacramento,CA,X0euVMJcpyqSAVnpyA2j2A,38.58426,-121.48895," Laotian, Thai, Asian Fusion"
Iron Horse Tavern,4.0,2986,Sacramento,CA,ckOXxP9yhPPEnJ7DNdyKrA,38.5695762064691,-121.490668354958," Bars, American (New), Breakfast & Brunch"
OneSpeed,4.0,980,Sacramento,CA,erwmpEI9BBkQD6ou0ML_-A,38.561438,-121.4461629," Italian, Pizza, Venues & Event Spaces"
Moxie,4.5,537,Sacramento,CA,sVHyJPGjTFzyWG5fWtC8Vg,38.578455,-121.4778877," American (New), Wine Bars, Seafood"
The Kitchen Restaurant,4.5,959,Sacramento,CA,-ldH2TWWDiRO2vumQE5FXQ,38.5892000184579,-121.414124268024," American (New), Venues & Event Spaces"
Seasons 52,4.0,1646,Sacramento,CA,x6wEunXfuouz3FEt0ZPpJw,38.601203006517,-121.427547519049," American (New), Wine Bars, Seafood"
Maydoon,4.5,381,Sacramento,CA,AsB5TWEAnAhkmk02VxlYaQ,38.571753,-121.487828, Persian/Iranian
Adamo's,4.0,554,Sacramento,CA,ZXAbxodHCJYFVP8EVNb2vA,38.5697714,-121.4811557," American (New), Italian"
Saigon Oi,4.5,262,Sacramento,CA,1q1DnBgNbDRGJeQ0EivZJw,38.5022,-121.43183, Vietnamese
Azayaka Japanese Fusion,5.0,13,Sacramento,CA,sHzGW8T68qSBRucHqvc0iw,38.563157,-121.37899," Japanese, Sushi Bars, Seafood"
Tacoa Tacos Y Tequila,4.5,260,Sacramento,CA,kYpxPV5Q0PbrMElc786ubw,38.554595,-121.429418," Mexican, Cocktail Bars"
Ink Eats & Drinks,4.0,1312,Sacramento,CA,wlUpSIDo8HB1FRSbfWhiew,38.5693113,-121.4714254," American (Traditional), Breakfast & Brunch, Sports Bars"
Wildwood Kitchen & Bar,3.5,616,Sacramento,CA,fgtcMrUVEVGiHzVj82oWPA,38.57606,-121.410078," American (New), Bars"
Dim Dim Food,4.0,38,Sacramento,CA,3TpNp8Fh5pwdFye-fi6MPA,38.485648751519875,-121.53458277292164, Dim Sum
Station 16,4.0,1882,Sacramento,CA,sHsXGh_xfCdgZjd9KfzVuA,38.576459,-121.486352," Seafood, Cocktail Bars"
Echo & Rig,4.0,928,Sacramento,CA,4-BZFVYlmc_h_gSMOlc_4A,38.581239,-121.499425," Steakhouses, Breakfast & Brunch, Bars"
Namaste Sacramandu- Nepalese Fusion,4.5,26,Sacramento,CA,wjlpZ-AAnHj8nQXNxy7HIA,38.58608,-121.401019," Himalayan/Nepalese, Indian, Seafood"
Jeon Ju Gom Tang & BBQ,4.5,57,Sacramento,CA,Iz4yAiwERQTc70YdICHmPA,38.56201,-121.35848," Barbeque, Korean"
Phil Me Up,4.5,29,Sacramento,CA,09SoNj3i3udSj-Cw8gSLQA,38.5810958,-121.4835986," Food Stands, Filipino"
Koi Japanese Bistro,4.5,84,Sacramento,CA,9qj504dBJmDN4rpWwNbaFA,38.56283,-121.47304," Japanese, Sushi Bars, Asian Fusion"
Pavilion Cafe,3.5,30,Sacramento,CA,nFjGP9hAZyhes9C-v-FUWQ,38.5544473616648,-121.455572488919, Cafes
The Bank,4.0,423,Sacramento,CA,bXuqZA5qYfzQ-X-FAgdBHA,38.58176,-121.49758," Food Court, Beer Bar, Cocktail Bars"
Jet's American Grill & Bar,4.0,63,Sacramento,CA,er-_ZLmwBXR3_WZpo9BOvw,38.5738,-121.4814," American (Traditional), Bars"
Hook & Ladder Manufacturing,4.0,1232,Sacramento,CA,6CQxGUaqQgzEef3cvk2vUw,38.567800737759626,-121.4885314," Bars, American (New)"
Kindred Seoul,4.0,23,Sacramento,CA,OWIfJfNq17fvpa24Ff8G3A,38.5742383,-121.49231, Korean
Spicy Dragon,4.0,106,Sacramento,CA,IvziHFSZIkQ1Gi9PfgqEww,38.4945308519712,-121.45792, Chinese
Kru Contemporary Japanese Cuisine,4.5,1132,Sacramento,CA,wR_1qgyFgbRq1abxnNBO_A,38.569271,-121.465787," Japanese, Sushi Bars"
Hautebird,5.0,15,Sacramento,CA,OaWXWXA2bOuXaQ6lTEJVCQ,38.56427,-121.46565," Chicken Shop, Pop-Up Restaurants"
Pangaea Bier Cafe,4.5,917,Sacramento,CA,xH6QINGBt1b8JAQqkvpeNg,38.5539331,-121.4756451," Pubs, American (New), Beer Bar"
Kin Thai Street Eatery,4.5,309,Sacramento,CA,FqKpGw3sP_BjKzYdKm2MkQ,38.57652,-121.48018, Thai
Mezcal Grill,4.5,198,Sacramento,CA,QGZONU5k9HpT9KiRtQdYKQ,38.546944,-121.438806, Mexican
Dumpling House,4.5,256,Sacramento,CA,D50dsWY_bUq8nhD8xxxgFQ,38.5751745,-121.47484117, Pan Asian
Vons Chicken - East Sacramento,4.5,47,Sacramento,CA,9vUjy3SSGfYkNx5X_vqriQ,38.554119148477675,-121.4261867," Chicken Wings, Korean, Beer Bar"
Boiling Avenue,4.0,693,Sacramento,CA,iZov_ct2_DkNh-GE_yqD8Q,38.58373,-121.41586," Hot Pot, Taiwanese, Asian Fusion"
Public House Downtown,4.0,1902,Sacramento,CA,OAPITYYQcpV_W-TiAoUfvA,38.576166714481,-121.486355956124," American (New), Sports Bars, Breakfast & Brunch"
Camden Spit & Larder,4.0,279,Sacramento,CA,KjrBuS4KmCkQODv7HhePqg,38.57916,-121.50061," Brasseries, British, American (New)"
Ro Sham Beaux,4.5,62,Sacramento,CA,7teVpg5ExWvxnQfij_PdtQ,38.575423,-121.47383," Wine Bars, Beer Bar, Sandwiches"
Sol Cubano,4.5,506,North Highlands,CA,zN6-nIpZauEK4J78MHmbLg,38.671315,-121.3823485, Cuban
Franquette,4.5,80,West Sacramento,CA,uK2mAeDjmzYOe5ysJ2IVgQ,38.57595,-121.51457," Wine Bars, French, Cafes"
Mulvaney's B & L,4.5,1261,Sacramento,CA,4HA7BKQs6kACcLPzzA0nCg,38.5743598937988,-121.482093811035, American (New)
Foundation Restaurant & Bar,4.0,549,Sacramento,CA,jGFxF5k6qnPdVnbRHBDteg,38.5800819102951,-121.502286356483," American (New), Bars"
Plan B Restaurant,4.0,349,Sacramento,CA,cpvs9OUjODiRVu48xpAdSQ,38.5753309,-121.3821086, French
Lola's Lounge,4.0,582,Sacramento,CA,HKaqOhNFuQj-GUgBXl6Mkg,38.562079,-121.492467," Spanish, Puerto Rican, Tapas/Small Plates"
Dave's Hot Chicken,4.0,96,Sacramento,CA,MOZ3jpaUJjXwKSj9V3KHtg,38.59618,-121.38484," Chicken Shop, Halal"
Blue House Korean BBQ,4.0,1566,Sacramento,CA,Dh-Hv9F4MO95g1tFL5QhSA,38.58427,-121.41455," Korean, Barbeque"
Polanco Cantina,4.0,522,Sacramento,CA,7aakWocB8fUwck9MAbGENQ,38.58085496919884,-121.5007044839798," Mexican, Cocktail Bars"
The Bistro at The Courtyard Marriott,4.0,13,Sacramento,CA,2UL5eSXPLL2mWxzA_TdGWA,38.6064181425214,-121.512177363038, American (Traditional)
Lau Oc Viet Seafood Restaurant,4.5,16,Sacramento,CA,XuoQ46SQ12dftvU3mn3ajA,38.50172,-121.43502," Seafood, Vietnamese, Noodles"
MoMo's Meat Market,4.5,948,Sacramento,CA,LJmtq8rij8Wlq4CZjFgP_g,38.54644833,-121.43847467, Barbeque
La Mini Birrieria,4.0,35,Sacramento,CA,8dj9CXU2-pS6PlCg34jN_Q,38.6137,-121.47521, Tacos
Nopalitos,4.5,441,Sacramento,CA,dBahrDub4bo1nXFemDKp3w,38.5673345,-121.4344069," Tex-Mex, Mexican, Breakfast & Brunch"
Pho Momma,5.0,17,Sacramento,CA,5pDY7puTU2Fd8Lr07pZGVg,38.571358506488465,-121.3398431," Noodles, Vietnamese, Bubble Tea"
The Lumpia Truck,4.5,106,Sacramento,CA,X5RtQj4ehylKKyYF5hjF5w,38.58531,-121.41072," Food Trucks, Filipino"
Our Family BBQ And Pie Take & Bake,4.5,67,Sacramento,CA,fMUTHVwbjCZBFeLMOfNUZA,38.5729494,-121.4097884355359, Barbeque
Gai 'N Rice,4.5,258,Sacramento,CA,AmyRF6wawAC3VzPICNWVJA,38.53502,-121.49429," Thai, Tapas/Small Plates, Soup"
Sarom's Southern Kitchen,4.5,1249,Sacramento,CA,9PVEP0DgcX__i5XjNpxqIA,38.61135,-121.42284," Southern, Soul Food, Breakfast & Brunch"
Zocalo,4.5,849,Sacramento,CA,MXrtea8Q4NBXStZIqIBaLg,38.57343275,-121.41401677," Bars, Mexican, Breakfast & Brunch"
Bawk! by Urban Roots,4.0,188,Sacramento,CA,k_ciTXeO_yLLHFvHkHGuPA,38.57,-121.49113," Chicken Shop, Cocktail Bars"
JiuJiu Korean BBQ,4.0,145,Sacramento,CA,8E0Ti9cgawgNZWYyQPEZ1g,38.574045,-121.335146, Korean
Takumi Izakaya Bar,4.0,538,Sacramento,CA,BYhQJGaoeKzI9Y-BwFvGHw,38.5808743536472,-121.49571865797," Izakaya, Sushi Bars, Ramen"
Pitch and Fiddle,4.0,331,Sacramento,CA,t-HvgNsFDaE1s0FL-QdMcw,38.5630433,-121.38011426684253," Bars, Irish"
Selland's Market Cafe,4.0,922,Sacramento,CA,1VThiW9cH6f7r5jM-Jrs1g,38.56781,-121.43662," Cafes, Bakeries, Caterers"
The Coconut River Park,4.5,147,Sacramento,CA,6xnFHiqfJbRa7Eqv_33HXw,38.572999,-121.432858, Thai
Orphan Breakfast House,4.0,1518,Sacramento,CA,Bt4FrrlnL18WdbNIOUknEg,38.57877,-121.45646," Breakfast & Brunch, Sandwiches"
Tree House Cafe,4.5,157,West Sacramento,CA,yeHudLl2MwLGpu4AAIqvcQ,38.58383269999999,-121.5111948," Cafes, Coffee & Tea, Beer Bar"
Alaro Craft Brewery,4.0,470,Sacramento,CA,9s-PNE7hYsTFuIfbnp_IUw,38.57312933,-121.481076," Breweries, Spanish, Tapas/Small Plates"
World Famous Hotboys,4.0,474,Sacramento,CA,nY9wcImB1LqqOLjthGMmLg,38.574678,-121.478988," American (Traditional), Chicken Shop, Halal"
HEFTY GYROS,5.0,728,Sacramento,CA,KDZE6MA3s95FW9rY9MR-Eg,38.594428,-121.48528," Food Trucks, Caterers, Middle Eastern"
THAI - The House Of Authentic Ingredients,4.0,369,Sacramento,CA,KKrVljvz9r2tAJWjO1Hg8Q,38.57011,-121.44351," Thai, Bars"
Kura Revolving Sushi Bar,3.5,807,Sacramento,CA,w5m9llKOwW5uFitailz7pQ,38.5938,-121.41965," Sushi Bars, Conveyor Belt Sushi"
Hot Off The Griddle,4.5,916,Sacramento,CA,jtFH53_tfcAgi4kaq1Srfg,38.61329,-121.49549," Breakfast & Brunch, Comfort Food, Burgers"
NY Gyros & Philly's,4.0,277,Sacramento,CA,dfG_f1alOyPZPEE6l6prLQ,38.55675,-121.4099," Halal, Fast Food"
Ramen & More,4.0,607,Sacramento,CA,ofZ6AoFUFZDnDyJ2XzLqgw,38.5794451,-121.4156249," Korean, Ramen"
Hana Tsubaki Restaurant,4.0,253,Sacramento,CA,CIdqTx63KUiqr5uinJqhUQ,38.5664299,-121.44234," Japanese, Sushi Bars"
California Fish Grill,4.0,510,Sacramento,CA,dEk9JIf9eHPCOKAMffs9Og,38.595772,-121.417028," Seafood, Fish & Chips, Tacos"
Rooster’s Breakfast and Mimosas,3.5,323,Sacramento,CA,OjqZaHswScTMNrcbr9uQmw,38.5723,-121.43247, Breakfast & Brunch
Cacio,4.5,256,Sacramento,CA,EBY-FJmVcf88x9ZpVKC9HA,38.481501,-121.517728, Italian
Mamma Susanna's Ristorante Italiano,4.0,494,Sacramento,CA,6jihTp9mE2UsdC8NzPb2_g,38.573118,-121.432958, Italian
Binchoyaki Izakaya Dining,4.0,446,Sacramento,CA,7wCfBKxEHSpx7MiZ5lSCkg,38.56628,-121.49983," Tapas/Small Plates, Seafood, Izakaya"
Ella Dining Room and Bar,4.0,1914,Sacramento,CA,GS1i1OhUWSY7ISmlCnc7Vg,38.57887,-121.4914," American (New), Venues & Event Spaces, Cocktail Bars"
The Mimosa House,3.5,1338,Sacramento,CA,uPh2F8-lydS8ciX9q4PXqg,38.5646963,-121.4337327," Wine Bars, Breakfast & Brunch, American (Traditional)"
Kansai Ramen & Sushi House,4.0,631,Sacramento,CA,fsDmgXhBMCikq-EtKmRZ_Q,38.5471069,-121.428167," Sushi Bars, Ramen"
Tomato Alley Free House,5.0,59,Sacramento,CA,Ylu3dHanVZ4fh4ph-0KR1w,38.56644,-121.49056," Bars, American (New)"
Thai Canteen,4.0,1016,Sacramento,CA,BvO1sYx8IQZwuv0SZkeqMg,38.572121,-121.487486," Thai, Bars, Noodles"
Honey And The Trapcat,4.0,146,Sacramento,CA,UQtJu5Tx4C3mz4OBcsA_dQ,38.582822,-121.505507," Cocktail Bars, American (Traditional), Venues & Event Spaces"
Basha Taste of Jerusalem,4.5,308,Sacramento,CA,lNQacLdqaAWKOSk4Gfyazg,38.5990521255,-121.401932727," Mediterranean, Middle Eastern, Halal"
Tank House BBQ and Bar,4.0,1556,Sacramento,CA,3NJsVJKBsjJ4YtLWtLPU5A,38.576962,-121.480174," Barbeque, Bars"
Chévere,4.5,180,Sacramento,CA,SrPVPRN_omhz-cSUum8OSg,38.627009570585,-121.383854113519, Salvadoran
Magpie Cafe,4.0,571,Sacramento,CA,hGZj4JI3ngLnus4ysbtljw,38.5712596929765,-121.487937195106," American (New), Bars"
